route_Name,busname,bustype,starttime,endtime,duration,dploc,ratings,fare,seats
Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:15,06:50,06h 35m,NTR Circle,2.4,INR 1400,25 Seats available
Vijayawada to Hyderabad,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),23:50,05:38,05h 48m,Benz Circle,2.8,INR 1499,1 Seat available
Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,06:00,07h 05m,Ramavarapadu Ring Road,2.4,INR 990,3 Seats available
Vijayawada to Hyderabad,Navayuga Travels,NON AC Seater / Sleeper 2+1,00:25,06:41,06h 16m,Ramavarapadu Ring Road,2.7,INR 1120,7 Seats available
Vijayawada to Hyderabad,YNR Travels,A/C Sleeper (2+1),23:25,06:00,06h 35m,VARADI,3.1,3800,32 Seats available
Vijayawada to Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:41,05:45,06h 04m,NTR Circle,2.6,INR 1799,8 Seats available
Vijayawada to Hyderabad,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:07,06:15,07h 08m,NTR Circle,2.3,INR 1990,19 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:30,06:05,05h 35m,NTR Circle,2.4,INR 2000,10 Seats available
Vijayawada to Hyderabad,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,23:40,07:07,07h 27m,Ramavarapadu Ring Road,3.0,1060,12 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),01:00,07:00,06h 00m,NTR Circle,2.9,INR 1500,17 Seats available
Vijayawada to Hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06:25,06h 30m,Ramavarapadu Ring Road,2.2,INR 1111,10 Seats available
Vijayawada to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:25,05:45,06h 20m,PORANKI,2.3,INR 1590,7 Seats available
Vijayawada to Hyderabad,Sri Atluri Travels,Non A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,Old RTC Bus Stand,2.6,INR 1110,4 Seats available
Vijayawada to Hyderabad,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,23:48,06:05,06h 17m,Benz Circle,2.6,INR 1110,4 Seats available
Vijayawada to Hyderabad,Orange Tours and Travels Grand,A/C Sleeper (2+1),15:20,21:30,06h 10m,NTR Circle,2.2,INR 4950,2 Seats available
Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:30,05:52,06h 22m,Ramavarapadu Ring Road,2.8,INR 1110,2 Seats available
Vijayawada to Hyderabad,Vahini Travels,Non A/C Seater / Sleeper (2+1),23:50,06:27,06h 37m,Auto Nagar,2.8,INR 1490,1 Seat available
Vijayawada to Hyderabad,Apple Travels,A/C Seater / Sleeper (2+1),23:59,06:45,06h 46m,Police Control Room,2.5,INR 1400,20 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:05,06:15,06h 10m,Enikepadu,1.4,INR 1555,2 Seats available
Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:50,06:25,06h 35m,Benz Circle,2.7,INR 1330,23 Seats available
Vijayawada to Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),23:45,07:15,07h 30m,PORANKI,2.5,INR 1680,25 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:40,07:05,06h 25m,NTR Circle,2.1,INR 2300,18 Seats available
Vijayawada to Hyderabad,Pavan Tours and Travels,A/C Sleeper (2+1),23:00,05:20,06h 20m,Kummaripalem,4.4,1321,19 Seats available
Vijayawada to Hyderabad,Svkdt travels,Scania Multi-Axle AC Seater (2+2),23:35,06:20,06h 45m,NTR Circle,4.1,INR 890,37 Seats available
Vijayawada to Hyderabad,Komali Travels,A/C Seater / Sleeper (2+1),23:59,07:10,07h 11m,Bus stand,4.0,INR 1444,24 Seats available
Vijayawada to Hyderabad,Padma Travels,Non A/C Seater / Sleeper (2+1),23:30,06:35,07h 05m,Police Control Room,4.0,INR 1110,6 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),01:15,07:05,05h 50m,KEASARAPALLI,3.9,INR 2190,22 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:12,06:50,06h 38m,KEASARAPALLI,3.9,INR 1950,17 Seats available
Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:27,06h 28m,KEASARAPALLI,3.9,INR 1230,25 Seats available
Vijayawada to Hyderabad,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06:20,06h 21m,Benz Circle,3.8,INR 1399,21 Seats available
Vijayawada to Hyderabad,V Kaveri Travels,A/C Sleeper (2+1),23:51,06:30,06h 39m,NTR Circle,3.8,INR 2090,10 Seats available
Vijayawada to Hyderabad,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:15,05:45,06h 30m,NTR Circle,3.3,INR 1600,23 Seats available
Vijayawada to Hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,NTR Circle,3.6,INR 990,1 Seat available
Vijayawada to Hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),00:02,06:17,06h 15m,KESARAPALLI,3.7,INR 1550,7 Seats available
Vijayawada to Hyderabad,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06:44,06h 49m,Ramavarapadu Ring Road,3.7,INR 1444,9 Seats available
Vijayawada to Hyderabad,Sri NVR Travels,NON A/C Sleeper (2+1),00:30,06:45,06h 15m,Ramavarapadu Ring Road,3.7,INR 1599,14 Seats available
Vijayawada to Hyderabad,Sri Atluri Travels,NON A/C Hi-Tech (2+2),22:45,04:50,06h 05m,Benz Circle,3.6,INR 1110,9 Seats available
Vijayawada to Hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:05,05:00,06h 55m,NTR Circle,4.5,INR 980,2 Seats available
Vijayawada to Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),23:59,06:19,06h 20m,Ramavarapadu Ring Road,3.6,INR 1899,20 Seats available
Vijayawada to Hyderabad,Krk Travels,Non A/C Seater / Sleeper (2+1),23:45,07:20,07h 35m,Benz Circle,3.6,INR 1600,6 Seats available
Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,NTR Circle,3.6,INR 990,29 Seats available
Vijayawada to Hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:55,05:55,07h 00m,NTR Circle,3.5,INR 1490,7 Seats available
Vijayawada to Hyderabad,Sri Krishna Travels (VGN),A/C Seater / Sleeper (2+1),22:45,05:51,07h 06m,Ramavarapadu Ring Road,3.5,INR 1375,7 Seats available
Vijayawada to Hyderabad,AVR Travels,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,Benz Circle,2.7,INR 1399,29 Seats available
Vijayawada to Hyderabad,Sai Godavari Travels,Non A/C Seater / Sleeper (2+1),01:05,05:55,04h 50m,Ramavarapadu Ring Road,3.3,INR 1999,7 Seats available
Vijayawada to Hyderabad,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),23:59,06:40,06h 41m,Benz Circle,3.2,INR 1110,19 Seats available
Vijayawada to Hyderabad,Vinay's Tours and Travels,A/C Sleeper (2+1),22:30,05:25,06h 55m,Nidamanuru,3.0,INR 1499,9 Seats available
Vijayawada to Hyderabad,Sree Durga Kaveri Travels,A/C Sleeper (2+1),23:55,06:42,06h 47m,Ramavarapadu Ring Road,3.0,INR 1460,4 Seats available
Vijayawada to Hyderabad,J GAGANA TRAVELS,A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,Ramavarappadu Ring,3.0,1329,20 Seats available
Vijayawada to Hyderabad,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,05:35,07h 15m,Old RTC Bus Stand,3.0,INR 999,21 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),00:50,06:20,05h 30m,Ramavarapadu Ring Road,2.9,INR 1690,8 Seats available
Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:40,07:05,07h 25m,Tadepalli,2.9,INR 1390,2 Seats available
Vijayawada to Hyderabad,Vinay's Tours and Travels,A/C Sleeper (2+1),22:00,05:20,07h 20m,GANNAVARAM,4.1,INR 1449,12 Seats available
Vijayawada to Hyderabad,Vasireddy Travels,A/C Seater / Sleeper (2+1),23:10,06:10,07h 00m,NTR Circle,4.0,1614,4 Seats available
Vijayawada to Hyderabad,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),23:58,06:32,06h 34m,Bus Stand,2.8,INR 1777,10 Seats available
Vijayawada to Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),23:59,06:00,06h 01m,Ramavarapadu Ring Road,3.6,INR 1599,27 Seats available
Vijayawada to Hyderabad,SSK Travels,Non A/C Seater / Sleeper (2+1),22:45,06:10,07h 25m,Auto Nagar,2.7,INR 1109,18 Seats available
Vijayawada to Hyderabad,SS Prasanna Travels,A/C Seater (2+2),23:20,06:26,07h 06m,Varadhi,2.6,INR 1099,24 Seats available
Vijayawada to Hyderabad,Mayuri Travels,NON A/C Hi-Tech (2+2),23:35,06:03,06h 28m,Bhavanipuram,2.8,INR 1220,9 Seats available
Vijayawada to Hyderabad,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),01:00,07:07,06h 07m,Benz Circle,1.6,1610,4 Seats available
Vijayawada to Hyderabad,Nani’s Sai Krishna Travels,NON A/C Seater (2+2),23:10,05:35,06h 25m,Benz Circle,2.4,INR 799,31 Seats available
Vijayawada to Hyderabad,Navayuga Travels,A/C Seater / Sleeper (2+1),00:25,06:50,06h 25m,Ramavarapadu Ring Road,2.7,INR 1560,37 Seats available
Vijayawada to Hyderabad,DMR Travels,A/C Sleeper (2+1),23:59,06:50,06h 51m,Police Control Room,2.7,INR 1899,21 Seats available
Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:05,06h 06m,Benz Circle,2.7,INR 1220,19 Seats available
Vijayawada to Hyderabad,AVR Travels,A/C Seater (2+2),23:30,05:30,06h 00m,Benz Circle,1.3,INR 3999,24 Seats available
Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:40,06:50,07h 10m,Benz Circle,2.7,INR 1220,13 Seats available
Vijayawada to Hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),23:25,06:02,06h 37m,Bandar Road,4.3,INR 1290,16 Seats available
Vijayawada to Hyderabad,Sai Dasari Travels,A/C Sleeper (2+1),23:55,06:10,06h 15m,NTR Circle,2.5,INR 1990,15 Seats available
Vijayawada to Hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06:25,06h 30m,Ramavarapadu Ring Road,2.1,INR 1199,26 Seats available
Vijayawada to Hyderabad,Sai Sri Krishna Travels,A/C Seater Push Back (2+2),23:20,06:15,06h 55m,Benz Circle,3.9,INR 990,27 Seats available
Vijayawada to Hyderabad,Sai Virat Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:55,06:07,06h 12m,Benz Circle,3.9,INR 1950,26 Seats available
Vijayawada to Hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,NTR Circle,3.8,INR 1440,20 Seats available
Vijayawada to Hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,Ramavarappadu Ring,*,INR 1699,9 Seats available
Vijayawada to Hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),00:45,06:55,06h 10m,Police Control Room,1.2,INR 1440,13 Seats available
Vijayawada to Hyderabad,Mahi Trans Solutions,A/C Sleeper (2+1),23:59,06:00,06h 01m,Old Bus Stand,*,INR 2199,9 Seats available
Vijayawada to Hyderabad,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),00:30,06:45,06h 15m,Ramavarapadu Ring Road,3.7,INR 1649,11 Seats available
Vijayawada to Hyderabad,Srivastav Travels,A/C Sleeper (2+1),23:35,05:45,06h 10m,Ramavarapadu Ring Road,3.6,1399,27 Seats available
Vijayawada to Hyderabad,Sai RK Travels,A/C Classy Seater (2+2),22:50,05:45,06h 55m,Benz Circle,3.6,INR 1290,31 Seats available
Vijayawada to Hyderabad,Sitara Travels,NON A/C Push Back (2+2),23:00,05:20,06h 20m,Ramavarapadu Ring Road,3.6,INR 1160,10 Seats available
Vijayawada to Hyderabad,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),23:30,06:40,07h 10m,Ibrahim Patnam,3.5,1699,30 Seats available
Vijayawada to Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,05:26,06h 06m,NTR Circle,3.4,INR 1699,17 Seats available
Vijayawada to Hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,05:35,06h 55m,Ramavarapadu Ring Road,3.0,INR 999,11 Seats available
Vijayawada to Hyderabad,LVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:35,05h 40m,Ramavarapadu Ring Road,2.9,INR 1090,4 Seats available
Vijayawada to Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),00:57,06:25,05h 28m,Ramavarapadu Ring Road,2.6,INR 1600,31 Seats available
Vijayawada to Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),00:57,06:25,05h 28m,Ramavarapadu Ring Road,2.6,INR 1700,23 Seats available
Vijayawada to Hyderabad,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),21:10,05:30,08h 20m,Benz Circle,1.9,INR 3000,35 Seats available
Vijayawada to Hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),23:20,06:10,06h 50m,Ramavarapadu Ring Road,*,1187,2 Seats available
Hyderabad to Vijayawada,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,18:00,05h 45m,Kukatpally,4.0,INR 633,32 Seats available
Hyderabad to Vijayawada,APSRTC - 24256,INDRA(A.C. Seater),12:30,18:00,05h 30m,Central Bus Station (CBS,4.0,INR 528,36 Seats available
Hyderabad to Vijayawada,APSRTC - 9319,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:20,06h 20m,Central Bus Station (CBS,3.5,INR 412,31 Seats available
Hyderabad to Vijayawada,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:15,19:30,06h 15m,Kukatpally,3.8,INR 633,32 Seats available
Hyderabad to Vijayawada,APSRTC - 35154,Super Luxury (Non AC Seater 2+2 Push Back),13:40,20:20,06h 40m,Kukatpally,3.7,INR 412,28 Seats available
Hyderabad to Vijayawada,APSRTC - 9363,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:20,06h 20m,Central Bus Station (CBS,4.0,INR 412,32 Seats available
Hyderabad to Vijayawada,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:15,20:00,05h 45m,Kukatpally,3.6,INR 633,36 Seats available
Hyderabad to Vijayawada,APSRTC - 94285,INDRA(A.C. Seater),14:25,19:00,04h 35m,LB Nagar,3.2,INR 528,30 Seats available
Hyderabad to Vijayawada,APSRTC - 24291,INDRA(A.C. Seater),14:25,19:00,04h 35m,LB Nagar,3.9,INR 528,30 Seats available
Hyderabad to Vijayawada,APSRTC - 3722,Super Luxury (Non AC Seater 2+2 Push Back),14:30,20:45,06h 15m,Central Bus Station (CBS,3.6,INR 412,31 Seats available
Hyderabad to Vijayawada,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:15,21:25,06h 10m,Kukatpally,2.8,INR 633,44 Seats available
Hyderabad to Vijayawada,APSRTC - 3356,NIGHT RIDER (SEATER CUM SLEEPER),15:45,22:45,07h 00m,Kukatpally,3.4,INR 595,31 Seats available
Hyderabad to Vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:15,22:30,06h 15m,Kukatpally,3.7,INR 720,39 Seats available
Hyderabad to Vijayawada,APSRTC - 3500,Super Luxury (Non AC Seater 2+2 Push Back),16:20,00:45,08h 25m,Kukatpally,4.2,INR 436,27 Seats available
Hyderabad to Vijayawada,APSRTC - 3376,Super Luxury (Non AC Seater 2+2 Push Back),16:45,23:15,06h 30m,Central Bus Station (CBS,3.9,INR 436,31 Seats available
Hyderabad to Vijayawada,APSRTC - 2561,INDRA(A.C. Seater),17:15,22:45,05h 30m,Central Bus Station (CBS,3.0,INR 528,34 Seats available
Hyderabad to Vijayawada,APSRTC - 3358,Super Luxury (Non AC Seater 2+2 Push Back),17:20,01:10,07h 50m,Kukatpally,3.9,INR 469,30 Seats available
Hyderabad to Vijayawada,APSRTC - 2674,Super Luxury (Non AC Seater 2+2 Push Back),17:30,01:20,07h 50m,Jeedimetla,3.3,INR 436,29 Seats available
Hyderabad to Vijayawada,APSRTC - 3366,Super Luxury (Non AC Seater 2+2 Push Back),17:55,01:45,07h 50m,Kukatpally,2.4,INR 436,32 Seats available
Hyderabad to Vijayawada,APSRTC - 21219,Super Luxury (Non AC Seater 2+2 Push Back),17:55,01:00,07h 05m,Kukatpally,3.9,INR 469,31 Seats available
Hyderabad to Vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,01:30,07h 05m,Kukatpally,3.0,INR 670,35 Seats available
Hyderabad to Vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),18:55,01:15,06h 20m,Kukatpally,3.4,INR 595,33 Seats available
Hyderabad to Vijayawada,APSRTC - 4916,Super Luxury (Non AC Seater 2+2 Push Back),19:25,02:15,06h 50m,Kukatpally,4.2,INR 436,33 Seats available
Hyderabad to Vijayawada,APSRTC - 2563,INDRA(A.C. Seater),19:30,01:25,05h 55m,Central Bus Station (CBS,3.3,INR 528,32 Seats available
Hyderabad to Vijayawada,APSRTC - 2680,VENNELA (A.C. SLEEPER),19:45,02:00,06h 15m,Kukatpally,3.8,INR 781,10 Seats available
Hyderabad to Vijayawada,APSRTC - 2798,INDRA(A.C. Seater),19:55,02:30,06h 35m,Kukatpally,3.4,INR 528,33 Seats available
Hyderabad to Vijayawada,APSRTC - 2688,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:45,06h 45m,Ecil,4.2,INR 436,25 Seats available
Hyderabad to Vijayawada,APSRTC - 3622,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03:35,07h 35m,Bhel,4.1,INR 412,34 Seats available
Hyderabad to Vijayawada,APSRTC - 4972,Super Luxury (Non AC Seater 2+2 Push Back),20:10,03:20,07h 10m,Kukatpally,4.2,INR 469,24 Seats available
Hyderabad to Vijayawada,APSRTC - 2876,STAR LINER(NON-AC SLEEPER 2+1),20:15,03:55,07h 40m,Bhel,3.9,INR 565,3 Seats available
Hyderabad to Vijayawada,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,02:15,06h 00m,Shamshabad,3.1,INR 595,34 Seats available
Hyderabad to Vijayawada,APSRTC - 4894,Super Luxury (Non AC Seater 2+2 Push Back),20:25,03:00,06h 35m,Kukatpally,4.7,INR 436,19 Seats available
Hyderabad to Vijayawada,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:25,02:30,06h 05m,Kukatpally,3.9,INR 670,36 Seats available
Hyderabad to Vijayawada,APSRTC - 24262,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:00,05h 30m,Uppal,3.9,INR 469,25 Seats available
Hyderabad to Vijayawada,APSRTC - 4880,STAR LINER(NON-AC SLEEPER 2+1),20:35,02:45,06h 10m,Kukatpally,3.9,INR 565,18 Seats available
Hyderabad to Vijayawada,APSRTC - 4898,Super Luxury (Non AC Seater 2+2 Push Back),20:35,03:00,06h 25m,Kukatpally,2.8,INR 436,28 Seats available
Hyderabad to Vijayawada,APSRTC - 2786,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:45,07h 05m,Kukatpally,3.9,INR 436,30 Seats available
Hyderabad to Vijayawada,APSRTC - 93212,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:15,06h 35m,Kukatpally,3.9,INR 436,28 Seats available
Hyderabad to Vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,03:00,06h 20m,Kukatpally,3.5,INR 595,17 Seats available
Hyderabad to Vijayawada,APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),20:45,03:45,07h 00m,Ecil,3.9,INR 565,13 Seats available
Hyderabad to Vijayawada,APSRTC - 94936,Super Luxury (Non AC Seater 2+2 Push Back),20:55,04:00,07h 05m,Kukatpally,3.9,INR 436,7 Seats available
Hyderabad to Vijayawada,APSRTC - 3544,Super Luxury (Non AC Seater 2+2 Push Back),21:00,03:40,06h 40m,Kukatpally,4.2,INR 469,28 Seats available
Hyderabad to Vijayawada,APSRTC - 37801,INDRA(A.C. Seater),21:00,03:45,06h 45m,Kukatpally,3.6,INR 528,24 Seats available
Hyderabad to Vijayawada,APSRTC - 3977,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:15,07h 15m,Kukatpally,4.0,INR 469,26 Seats available
Hyderabad to Vijayawada,APSRTC - 38202,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:15,07h 15m,Jeedimetla,2.5,INR 412,13 Seats available
Hyderabad to Vijayawada,APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),21:00,04:00,07h 00m,A S Rao Nagar,4.3,INR 565,6 Seats available
Hyderabad to Vijayawada,APSRTC - 4974,Super Luxury (Non AC Seater 2+2 Push Back),21:05,03:45,06h 40m,Kukatpally,4.5,INR 436,33 Seats available
Hyderabad to Vijayawada,APSRTC - 3969,INDRA(A.C. Seater),21:05,03:15,06h 10m,Kukatpally,2.4,INR 528,31 Seats available
Hyderabad to Vijayawada,APSRTC - 4896,Super Luxury (Non AC Seater 2+2 Push Back),21:05,03:30,06h 25m,Kukatpally,2.2,INR 436,17 Seats available
Hyderabad to Vijayawada,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:05,04:00,06h 55m,Kukatpally,3.9,INR 720,43 Seats available
Hyderabad to Vijayawada,APSRTC - 4888,INDRA(A.C. Seater),21:15,03:30,06h 15m,Kukatpally,3.8,INR 528,27 Seats available
Hyderabad to Vijayawada,APSRTC - 4900,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04:40,07h 25m,Kukatpally,3.8,INR 436,33 Seats available
Hyderabad to Vijayawada,APSRTC - 3612,Super Luxury (Non AC Seater 2+2 Push Back),21:20,04:50,07h 30m,Kukatpally,3.8,INR 414,28 Seats available
Hyderabad to Vijayawada,APSRTC - 95703,Super Luxury (Non AC Seater 2+2 Push Back),21:25,03:30,06h 05m,Kukatpally,3.3,INR 452,23 Seats available
Hyderabad to Vijayawada,APSRTC - 4795,INDRA(A.C. Seater),21:30,04:00,06h 30m,Kukatpally,2.5,INR 567,38 Seats available
Hyderabad to Vijayawada,APSRTC - 3911,INDRA(A.C. Seater),21:30,03:45,06h 15m,Jeedimetla,4.0,INR 500,31 Seats available
Hyderabad to Vijayawada,APSRTC - 4043,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:25,06h 55m,Ecil,3.9,INR 412,8 Seats available
Hyderabad to Vijayawada,APSRTC - 4353,Super Luxury (Non AC Seater 2+2 Push Back),21:35,04:15,06h 40m,Kukatpally,3.9,INR 469,33 Seats available
Hyderabad to Vijayawada,APSRTC - 4823,Super Luxury (Non AC Seater 2+2 Push Back),21:35,03:45,06h 10m,Kukatpally,3.5,INR 436,34 Seats available
Hyderabad to Vijayawada,APSRTC - 3883,Super Luxury (Non AC Seater 2+2 Push Back),21:35,04:05,06h 30m,Kukatpally,3.6,INR 412,29 Seats available
Hyderabad to Vijayawada,APSRTC - 35064,Super Luxury (Non AC Seater 2+2 Push Back),21:38,04:05,06h 27m,Kukatpally,4.5,INR 488,27 Seats available
Hyderabad to Vijayawada,APSRTC - 4920,INDRA(A.C. Seater),21:40,04:00,06h 20m,Kukatpally,3.7,INR 567,26 Seats available
Hyderabad to Vijayawada,APSRTC - 9652,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:50,07h 05m,Kukatpally,4.6,INR 412,30 Seats available
Hyderabad to Vijayawada,APSRTC - 4936,STAR LINER(NON-AC SLEEPER 2+1),21:45,03:45,06h 00m,Kukatpally,4.3,INR 607,12 Seats available
Hyderabad to Vijayawada,APSRTC - 4815,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:15,06h 30m,Ecil,4.4,INR 436,9 Seats available
Hyderabad to Vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,04:00,06h 15m,Kukatpally,4.6,INR 670,33 Seats available
Hyderabad to Vijayawada,APSRTC - 4996,INDRA(A.C. Seater),21:55,04:15,06h 20m,Kukatpally,3.8,INR 528,31 Seats available
Hyderabad to Vijayawada,APSRTC - 9655,Super Luxury (Non AC Seater 2+2 Push Back),21:55,05:05,07h 10m,Kukatpally,4.1,INR 412,31 Seats available
Hyderabad to Vijayawada,APSRTC - 35136,INDRA(A.C. Seater),21:58,04:00,06h 02m,Kukatpally,3.7,INR 500,34 Seats available
Hyderabad to Vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:49,05h 49m,Kukatpally,3.6,INR 633,38 Seats available
Hyderabad to Vijayawada,APSRTC - 3917,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:45,06h 45m,Jeedimetla,4.2,INR 412,19 Seats available
Hyderabad to Vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:30,07h 30m,Kukatpally,4.3,INR 469,20 Seats available
Hyderabad to Vijayawada,APSRTC - 3971,Super Luxury (Non AC Seater 2+2 Push Back),22:00,05:30,07h 30m,Kukatpally,3.9,INR 436,23 Seats available
Hyderabad to Vijayawada,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),22:05,04:30,06h 25m,Kukatpally,4.9,INR 565,15 Seats available
Hyderabad to Vijayawada,APSRTC - 3691,INDRA(A.C. Seater),22:10,04:30,06h 20m,Kukatpally,3.5,INR 528,20 Seats available
Hyderabad to Vijayawada,APSRTC - 4355,Super Luxury (Non AC Seater 2+2 Push Back),22:10,05:15,07h 05m,Kukatpally,4.2,INR 436,22 Seats available
Hyderabad to Vijayawada,APSRTC - 4340,INDRA(A.C. Seater),22:10,05:00,06h 50m,Kukatpally,3.2,INR 528,26 Seats available
