route_Name,busname,bustype,starttime,endtime,duration,dploc,ratings,fare,seats
Hyderabad to Kurnool,APSRTC - 51353,Super Luxury (Non AC Seater 2+2 Push Back),14:45,18:45,04h 00m,Central Bus Station (CBS,3.5,INR 344,34 Seats available
Hyderabad to Kurnool,APSRTC - 5734,Super Luxury (Non AC Seater 2+2 Push Back),15:15,18:45,03h 30m,Central Bus Station (CBS),3.7,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 51451,Super Luxury (Non AC Seater 2+2 Push Back),15:30,20:00,04h 30m,Central Bus Station (CBS,3.5,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 9236,Super Luxury (Non AC Seater 2+2 Push Back),16:00,22:45,06h 45m,Bhel,3.7,INR 376,28 Seats available
Hyderabad to Kurnool,APSRTC - 5355,Super Luxury (Non AC Seater 2+2 Push Back),16:45,20:45,04h 00m,Central Bus Station (CBS,3.7,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 51051,Super Luxury (Non AC Seater 2+2 Push Back),16:45,21:30,04h 45m,Central Bus Station (CBS,2.8,INR 344,32 Seats available
Hyderabad to Kurnool,APSRTC - 5652,Super Luxury (Non AC Seater 2+2 Push Back),17:15,23:59,06h 44m,Bhel,2.8,INR 376,33 Seats available
Hyderabad to Kurnool,APSRTC - 9295,Super Luxury (Non AC Seater 2+2 Push Back),17:15,21:30,04h 15m,Central Bus Station (CBS,2.9,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 6138,Super Luxury (Non AC Seater 2+2 Push Back),17:45,00:20,06h 35m,Bhel,3.5,INR 396,33 Seats available
Hyderabad to Kurnool,APSRTC - 5664,Super Luxury (Non AC Seater 2+2 Push Back),17:45,22:15,04h 30m,Central Bus Station (CBS,4.0,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 6175,Super Luxury (Non AC Seater 2+2 Push Back),18:30,23:00,04h 30m,Central Bus Station (CBS,4.5,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,23:55,05h 25m,Bhel,2.5,INR 465,32 Seats available
Hyderabad to Kurnool,APSRTC - 5682,INDRA(A.C. Seater),18:45,23:00,04h 15m,Central Bus Station (CBS),3.7,INR 416,35 Seats available
Hyderabad to Kurnool,APSRTC - 5421,Super Luxury (Non AC Seater 2+2 Push Back),19:00,23:30,04h 30m,Central Bus Station (CBS,4.7,INR 344,34 Seats available
Hyderabad to Kurnool,APSRTC - 5443,VENNELA (A.C. SLEEPER),19:00,00:45,05h 45m,Bhel,3.8,INR 676,17 Seats available
Hyderabad to Kurnool,APSRTC - 5419,VENNELA (A.C. SLEEPER),19:30,01:15,05h 45m,Bhel,3.0,INR 676,13 Seats available
Hyderabad to Kurnool,APSRTC - 51027,Super Luxury (Non AC Seater 2+2 Push Back),19:30,02:00,06h 30m,Bhel,2.9,INR 376,34 Seats available
Hyderabad to Kurnool,APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,02:00,06h 00m,Jeedimetla,3.5,INR 329,31 Seats available
Hyderabad to Kurnool,APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),20:00,02:00,06h 00m,Bhel,3.0,INR 488,24 Seats available
Hyderabad to Kurnool,APSRTC - 6604,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:15,06h 15m,Bhel,4.3,INR 376,33 Seats available
Hyderabad to Kurnool,APSRTC - 6476,Super Luxury (Non AC Seater 2+2 Push Back),20:20,02:50,06h 30m,Bhel,3.7,INR 376,32 Seats available
Hyderabad to Kurnool,APSRTC - 51306,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:45,06h 15m,Bhel,4.3,INR 376,33 Seats available
Hyderabad to Kurnool,APSRTC - 51007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:00,06h 15m,Bhel,2.6,INR 376,29 Seats available
Hyderabad to Kurnool,APSRTC - 5658,Super Luxury (Non AC Seater 2+2 Push Back),20:45,01:15,04h 30m,Central Bus Station (CBS,3.7,INR 344,33 Seats available
Hyderabad to Kurnool,APSRTC - 6531,Express(Non AC Seater),21:00,02:00,05h 00m,Central Bus Station (CBS),2.4,INR 265,47 Seats available
Hyderabad to Kurnool,APSRTC - 53549,Super Luxury (Non AC Seater 2+2 Push Back),21:00,01:15,04h 15m,Central Bus Station (CBS),3.7,INR 344,27 Seats available
Hyderabad to Kurnool,APSRTC - 6833,INDRA(A.C. Seater),21:30,03:20,05h 50m,Bhel,4.1,INR 455,30 Seats available
Hyderabad to Kurnool,APSRTC - 66441,Super Luxury (Non AC Seater 2+2 Push Back),21:30,03:30,06h 00m,Miyapur,3.9,INR 376,28 Seats available
Hyderabad to Kurnool,APSRTC - 6423,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:15,06h 30m,Bhel,3.7,INR 376,31 Seats available
Hyderabad to Kurnool,APSRTC - 6418,INDRA(A.C. Seater),22:00,03:00,05h 00m,Kukatpally,3.3,INR 416,31 Seats available
Hyderabad to Kurnool,APSRTC - 51603,INDRA(A.C. Seater),22:30,02:30,04h 00m,Central Bus Station (CBS,3.7,INR 416,37 Seats available
Hyderabad to Kurnool,APSRTC - 6432,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:00,04h 15m,Central Bus Station (CBS,3.8,INR 344,31 Seats available
Hyderabad to Kurnool,APSRTC - 6538,Super Luxury (Non AC Seater 2+2 Push Back),22:45,03:25,04h 40m,Central Bus Station (CBS,3.7,INR 344,13 Seats available
Hyderabad to Kurnool,APSRTC - 51356,Super Luxury (Non AC Seater 2+2 Push Back),23:00,03:00,04h 00m,Central Bus Station (CBS,1.8,INR 344,34 Seats available
Hyderabad to Kurnool,APSRTC - 6469,Super Luxury (Non AC Seater 2+2 Push Back),23:15,03:30,04h 15m,Central Bus Station (CBS,3.1,INR 344,16 Seats available
Hyderabad to Kurnool,APSRTC - 6621,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:00,04h 30m,Central Bus Station (CBS,4.0,INR 344,30 Seats available
Hyderabad to Kurnool,APSRTC - 51130,INDRA(A.C. Seater),23:45,03:28,03h 43m,Central Bus Station (CBS,3.9,INR 416,37 Seats available
Hyderabad to Kurnool,APSRTC - 6567,Super Luxury (Non AC Seater 2+2 Push Back),23:45,03:55,04h 10m,Central Bus Station (CBS),4.4,INR 344,30 Seats available
Hyderabad to Kurnool,APSRTC - 51059,Super Luxury (Non AC Seater 2+2 Push Back),23:50,04:30,04h 40m,Central Bus Station (CBS,4.4,INR 344,32 Seats available
Hyderabad to Kurnool,APSRTC - 6421,Super Luxury (Non AC Seater 2+2 Push Back),23:55,04:10,04h 15m,Central Bus Station (CBS),3.6,INR 344,31 Seats available
Hyderabad to Kurnool,TSRTC - 2085,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,20:00,07h 10m,Bhel,3.8,INR 1372,13 Seats available
Hyderabad to Kurnool,TSRTC - 1397,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:20,04h 20m,Central Bus Station (CBS,1.7,INR 348,33 Seats available
Hyderabad to Kurnool,TSRTC - 84185,RAJADHANI AC (CONVERTED METRO LUXURY),14:30,18:45,04h 15m,Central Bus Station (CBS,3.8,INR 422,31 Seats available
Hyderabad to Kurnool,TSRTC - 1711,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,20:30,05h 30m,Uppal,3.8,INR 279,29 Seats available
Hyderabad to Kurnool,TSRTC - 1001,LAHARI A/C SLEEPER CUM SEATER,15:15,20:55,05h 40m,Miyapur,2.5,INR 1560,13 Seats available
Hyderabad to Kurnool,TSRTC - 1956,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:35,00:15,07h 40m,Bhel,2.8,INR 1263,24 Seats available
Hyderabad to Kurnool,TSRTC - 1037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,22:15,05h 30m,Jubilee Bus Station JBS,3.8,INR 1263,29 Seats available
Hyderabad to Kurnool,TSRTC - 7649,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:15,06h 15m,Jubilee Bus Station JBS,3.8,INR 279,28 Seats available
Hyderabad to Kurnool,TSRTC - 8207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:00,05h 00m,Central Bus Station (CBS,3.2,INR 631,33 Seats available
Hyderabad to Kurnool,TSRTC - 1294,Lahari A/C sleeper,17:15,22:45,05h 30m,Miyapur,3.4,INR 2346,25 Seats available
Hyderabad to Kurnool,TSRTC - 8261,RAJDHANI (A.C. Semi Sleeper),17:45,22:00,04h 15m,Central Bus Station (CBS,3.8,INR 296,15 Seats available
Hyderabad to Kurnool,TSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,17:50,00:15,06h 25m,Jubilee Bus Station JBS,3.7,INR 296,23 Seats available
Hyderabad to Kurnool,TSRTC - 1013,LAHARI A/C SLEEPER CUM SEATER,18:00,01:20,07h 20m,Jubilee Bus Station JBS,3.3,INR 1560,36 Seats available
Hyderabad to Kurnool,TSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,18:20,23:55,05h 35m,Hayathnagar,4.6,INR 780,32 Seats available
Hyderabad to Kurnool,TSRTC - 6817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:20,04h 50m,Central Bus Station (CBS,3.8,INR 1263,6 Seats available
Hyderabad to Kurnool,TSRTC - 9550,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,01:25,06h 55m,Alwal,3.8,INR 348,29 Seats available
Hyderabad to Kurnool,TSRTC - 1082,Lahari A/C sleeper,18:30,23:59,05h 29m,Miyapur,2.4,INR 2346,27 Seats available
Hyderabad to Kurnool,TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,00:30,05h 45m,Jubilee Bus Station JBS,1.9,INR 279,27 Seats available
Hyderabad to Kurnool,TSRTC - 9681,Lahari A/C sleeper,19:15,01:15,06h 00m,Bhel,4.1,INR 2346,21 Seats available
Hyderabad to Kurnool,TSRTC - 1962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,02:30,07h 05m,Bhel,3.8,INR 279,4 Seats available
Hyderabad to Kurnool,TSRTC - 7660,LAHARI A/C SLEEPER CUM SEATER,19:35,01:30,05h 55m,Jubilee Bus Station JBS,1.8,INR 1400,34 Seats available
Hyderabad to Kurnool,TSRTC - 1740,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,01:20,05h 30m,Jubilee Bus Station JBS,3.8,INR 279,29 Seats available
Hyderabad to Kurnool,TSRTC - 9571,Lahari A/C sleeper,19:55,01:55,06h 00m,Miyapur,3.0,INR 2346,28 Seats available
Hyderabad to Kurnool,TSRTC - 1498,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:55,04h 55m,Central Bus Station (CBS,3.8,INR 1372,28 Seats available
Hyderabad to Kurnool,TSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,20:25,01:30,05h 05m,Jubilee Bus Station JBS,3.8,INR 1542,29 Seats available
Hyderabad to Kurnool,TSRTC - 1750,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:05,05h 35m,Jubilee Bus Station JBS,4.6,INR 279,30 Seats available
Hyderabad to Kurnool,TSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,20:55,01:45,04h 50m,Jubilee Bus Station JBS,3.8,INR 1501,26 Seats available
Hyderabad to Kurnool,TSRTC - 9683,Lahari Non A/C Sleeper Cum Seater,21:10,03:05,05h 55m,Miyapur,3.2,INR 546,35 Seats available
Hyderabad to Kurnool,TSRTC - 1621,Lahari Non A/C Sleeper Cum Seater,21:15,03:20,06h 05m,Miyapur,3.9,INR 279,32 Seats available
Hyderabad to Kurnool,TSRTC - 1730,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:20,05h 50m,Kukatpally,4.0,INR 348,31 Seats available
Hyderabad to Kurnool,TSRTC - 9685,Lahari Non A/C Sleeper Cum Seater,21:40,03:20,05h 40m,Miyapur,4.1,INR 279,44 Seats available
Hyderabad to Kurnool,TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,21:40,02:30,04h 50m,Jubilee Bus Station JBS,3.8,INR 1452,33 Seats available
Hyderabad to Kurnool,TSRTC - 1924,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:45,04h 15m,Central Bus Station (CBS,4.6,INR 348,32 Seats available
Hyderabad to Kurnool,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),12:18,17:30,05h 12m,Hydernagar(Hyderabad) (Pickup...,3.7,INR 850,14 Seats available
Hyderabad to Kurnool,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:30,17:45,03h 15m,Rajendranagar,4.2,INR 1400,21 Seats available
Hyderabad to Kurnool,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:15,19:30,03h 15m,Rajendranagar,3.2,INR 2000,18 Seats available
Hyderabad to Kurnool,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),16:30,19:45,03h 15m,Rajendranagar,3.4,INR 1300,23 Seats available
Hyderabad to Kurnool,JBT TRAVELS,A/C Sleeper (2+1),16:30,22:45,06h 15m,Hitec City,3.4,INR 1199,6 Seats available
Hyderabad to Kurnool,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),17:00,22:30,05h 30m,Miyapur,3.0,INR 1199,1 Seat available
Hyderabad to Kurnool,Moksha Travels,A/C Sleeper (2+1),17:00,23:45,06h 45m,Secunderabad,4.1,INR 950,11 Seats available
Hyderabad to Kurnool,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:02,23:34,06h 32m,Ameerpet,4.9,INR 400,19 Seats available
Hyderabad to Kurnool,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,23:00,05h 40m,Kukatpally,4.2,INR 1200,11 Seats available
Hyderabad to Kurnool,Sri Krishna Travels,A/C Sleeper (2+1),17:45,23:59,06h 14m,Gandi Maisamma,3.5,INR 1100,26 Seats available
Hyderabad to Kurnool,Sri Vaari Travels,A/C Sleeper (2+1),17:45,22:00,04h 15m,Lakdikapul,4.2,1625,1 Seat available
Hyderabad to Kurnool,Sri Krishna Travels,A/C Sleeper (2+1),17:45,00:30,06h 45m,Gandi Maisamma,3.5,INR 2000,22 Seats available
Hyderabad to Kurnool,Yolo Bus,Bharat Benz A/C Sleeper (2+1),17:50,23:45,05h 55m,Ameerpet,4.6,INR 2420,13 Seats available
Hyderabad to Kurnool,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,01:00,06h 45m,L B Nagar (Avail Free Metro T...,4.6,2398,5 Seats available
Hyderabad to Kurnool,JBT TRAVELS,A/C Sleeper (2+1),18:15,22:45,04h 30m,Mehdipatnam,3.5,INR 1699,5 Seats available
Hyderabad to Kurnool,VSR Tours and Travels,A/C Sleeper (2+1),18:20,01:30,07h 10m,Vanasthalipuram,4.5,INR 2079,6 Seats available
Hyderabad to Kurnool,Nanthi Travels,A/C Sleeper (2+1),18:25,22:00,03h 35m,Shamshabad,4.1,1400,22 Seats available
Hyderabad to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:10,04h 40m,Gachibowli,5.0,1680,24 Seats available
Hyderabad to Kurnool,Om Sri Vinayaka Travels,A/C Seater / Sleeper (2+1),18:30,00:45,06h 15m,Miyapur,4.4,INR 999,9 Seats available
Hyderabad to Kurnool,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,01:04,06h 34m,Ameerpet,4.6,INR 500,22 Seats available
Hyderabad to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:15,04h 45m,Gachibowli,4.9,INR 2470,11 Seats available
Hyderabad to Kurnool,November Travels,Bharat Benz A/C Sleeper (2+1),18:40,01:15,06h 35m,Hitech City (Pickup Van/Bus,4.3,INR 2160,20 Seats available
Hyderabad to Kurnool,Ravina Travels (Regd),A/C Sleeper (2+1),19:00,23:00,04h 00m,Aramghar,3.0,1889,8 Seats available
Hyderabad to Kurnool,Sri Vaari Travels,A/C Sleeper (2+1),19:00,00:30,05h 30m,Shivarampalli,4.2,1625,21 Seats available
Hyderabad to Kurnool,National travels,Bharat Benz A/C Sleeper (2+1),19:05,02:45,07h 40m,Balanagar,3.1,INR 2999,13 Seats available
Hyderabad to Kurnool,Sri Megha Travels,Non A/C Seater / Sleeper (2+1),19:05,02:30,07h 25m,Moosapet,3.7,1473,18 Seats available
Hyderabad to Kurnool,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,22:30,03h 15m,Rajendra Nagar,4.3,1300,23 Seats available
Hyderabad to Kurnool,PRAMUKH TRAVELS,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:15,23:15,04h 00m,Gachibowli,4.7,1899,28 Seats available
Hyderabad to Kurnool,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),19:30,01:00,05h 30m,KPHB (Pickup Van/Bus,4.2,INR 2400,26 Seats available
Hyderabad to Kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,23:30,04h 00m,Kondapur,3.1,INR 1612,17 Seats available
Hyderabad to Kurnool,Vikram Travels,A/C Sleeper (2+1),19:40,00:30,04h 50m,Nizampet,4.1,INR 2129,11 Seats available
Hyderabad to Kurnool,SR Tours and Travels,A/C Sleeper (2+1),19:50,23:59,04h 09m,Mehdipatnam,3.2,INR 1599,35 Seats available
Hyderabad to Kurnool,NS Holidays,NON A/C Sleeper (2+1),19:50,01:30,05h 40m,Kukatpally,3.8,INR 1999,19 Seats available
Hyderabad to Kurnool,NS Holidays,NON A/C Sleeper (2+1),19:50,01:30,05h 40m,Kukatpally,3.8,INR 2999,16 Seats available
Hyderabad to Kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,01:00,05h 00m,Lakdikapul,5.0,INR 2990,10 Seats available
Hyderabad to Kurnool,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,01:30,05h 30m,Rampally X Road,4.3,INR 2760,8 Seats available
Hyderabad to Kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,01:25,05h 25m,Chandanagar,3.9,INR 3299,1 Seat available
Hyderabad to Kurnool,Jagan Travels,A/C Sleeper (2+1),20:00,01:00,05h 00m,Bharat Nagar,4.2,INR 1190,20 Seats available
Hyderabad to Kurnool,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),20:00,23:55,03h 55m,Bharat Nagar,4.2,INR 1281,10 Seats available
Hyderabad to Kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,01:30,05h 30m,Chandanagar,3.9,INR 2499,1 Seat available
Hyderabad to Kurnool,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,01:30,05h 30m,Rampally X Road,4.3,INR 4500,42 Seats available
Hyderabad to Kurnool,Srivastav Travels,A/C Seater / Sleeper (2+1),20:00,01:15,05h 15m,Chanda Nagar,3.5,579,24 Seats available
Hyderabad to Kurnool,Jabbar Travels,NON AC Seater / Sleeper 2+1,20:00,01:00,05h 00m,Mehdipatnam,3.3,INR 1565,9 Seats available
Hyderabad to Kurnool,BSR Tours And Travels,A/C Sleeper (2+1),20:00,01:00,05h 00m,Lakdikapul,5.0,INR 2300,10 Seats available
Hyderabad to Kurnool,JBT TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,01:45,05h 45m,Erragadda,3.4,INR 799,4 Seats available
Hyderabad to Kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:00,01:25,05h 25m,Chandanagar,3.9,INR 3499,1 Seat available
Hyderabad to Kurnool,Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,01:45,05h 45m,Lakdikapul,4.3,INR 2899,9 Seats available
Hyderabad to Kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,01:16,05h 01m,LB Nagar,4.1,1970,17 Seats available
Hyderabad to Kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,01:16,05h 01m,LB Nagar,4.1,2570,28 Seats available
Hyderabad to Kurnool,Ramana Tours And Travels,A/C Sleeper (2+1),20:15,01:16,05h 01m,LB Nagar,4.1,880,19 Seats available
Hyderabad to Kurnool,National travels,Scania AC Multi Axle Sleeper (2+1),20:15,02:45,06h 30m,Patancheru,3.1,INR 1619,19 Seats available
Hyderabad to Kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,01:25,05h 05m,LB Nagar,4.1,INR 2160,11 Seats available
Hyderabad to Kurnool,Vikram Travels,A/C Sleeper (2+1),20:20,01:00,04h 40m,LB Nagar,4.1,INR 989,19 Seats available
Hyderabad to Kurnool,Indian Bus,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:30,02:00,05h 30m,Chanda Nagar,3.2,INR 1900,11 Seats available
Hyderabad to Kurnool,Mahi Trans Solutions,A/C Sleeper (2+1),20:30,01:30,05h 00m,Mehdipatnam,3.9,INR 4999,1 Seat available
Hyderabad to Kurnool,Intercity travels,Bharat Benz A/C Sleeper (2+1),20:30,01:00,04h 30m,Gachibowli,4.5,INR 2199,6 Seats available
Hyderabad to Kurnool,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:45,00:30,03h 45m,Gachibowli O R R,4.3,INR 2439,11 Seats available
Hyderabad to Kurnool,ORM Tours and Travels,A/C Sleeper (2+1),20:45,02:00,05h 15m,LB Nagar,3.8,INR 800,30 Seats available
Hyderabad to Kurnool,VRCR(AMKGN) Travels,NON A/C Sleeper (2+1),21:00,00:30,03h 30m,Lakdikapul,4.2,INR 999,15 Seats available
Hyderabad to Kurnool,Kaveri Travels,A/C Sleeper (2+1),21:00,00:45,03h 45m,Gachibowli,3.7,INR 2100,14 Seats available
Hyderabad to Kurnool,BSR Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:00,02:15,05h 15m,Paradise,5.0,INR 2480,20 Seats available
Hyderabad to Kurnool,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:00,01:30,04h 30m,Vanasthalipuram,4.7,INR 2699,2 Seats available
Hyderabad to Kurnool,TVK TRAVELS,Bharat Benz A/C Sleeper (2+1),21:05,02:30,05h 25m,Hayat nagar,4.5,INR 2199,4 Seats available
Hyderabad to Kurnool,DK SAVARKAR TRAVELS,A/C Seater / Sleeper (2+1),21:10,02:30,05h 20m,Vanasthalipuram,4.8,INR 799,36 Seats available
Hyderabad to Kurnool,SRI AVANI,Non A/C Seater / Sleeper (2+1),21:10,03:30,06h 20m,Vanasthalipuram,4.4,INR 400,30 Seats available
Hyderabad to Kurnool,November Travels,A/C Seater / Sleeper (2+1),21:10,02:30,05h 20m,Rajendranagar,4.3,INR 1570,24 Seats available
Hyderabad to Kurnool,Al madeena Travels,A/C Sleeper (2+1),21:15,03:45,06h 30m,LB Nagar,3.8,INR 950,17 Seats available
Hyderabad to Kurnool,KK Travels,Non A/C Seater / Sleeper (2+1),21:15,03:15,06h 00m,Gachibowli,3.5,INR 550,20 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,NON A/C Sleeper (2+1),21:15,03:30,06h 15m,Vanasthalipuram,4.1,INR 1000,36 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,Vanasthalipuram,4.1,INR 600,26 Seats available
Hyderabad to Kurnool,Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,03:45,06h 30m,LB Nagar,3.8,INR 550,22 Seats available
Hyderabad to Kurnool,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:20,02:59,05h 39m,Nagole,4.8,INR 450,31 Seats available
Hyderabad to Kurnool,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:20,03:00,05h 40m,Beeramguda,3.5,INR 450,30 Seats available
Hyderabad to Kurnool,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:20,02:50,05h 30m,Nagole,4.1,INR 450,18 Seats available
Hyderabad to Kurnool,BABA TRAVELS,NON A/C Sleeper (2+1),21:25,02:30,05h 05m,Vanasthalipuram,3.7,INR 3000,30 Seats available
Hyderabad to Kurnool,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,02:30,05h 05m,LB Nagar,4.5,INR 550,13 Seats available
Hyderabad to Kurnool,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:25,02:30,05h 05m,LB Nagar,3.6,INR 550,23 Seats available
Hyderabad to Kurnool,SLC Road Lines,A/C Sleeper (2+1),21:30,02:20,04h 50m,Paradise,3.2,INR 1790,19 Seats available
Hyderabad to Kurnool,SRS Travels,NON AC Seater / Sleeper 2+1,21:30,01:00,03h 30m,Lakdikapul,3.1,INR 1450,2 Seats available
Hyderabad to Kurnool,AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,01:45,04h 15m,Masab Tank,3.4,INR 1400,7 Seats available
Hyderabad to Kurnool,KMR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:15,04h 45m,Kukatpally,3.4,INR 450,30 Seats available
Hyderabad to Kurnool,Sri Krishna Travels,A/C Sleeper (2+1),21:30,02:30,05h 00m,Gachibowli,3.5,INR 1000,23 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,03:30,06h 00m,Vanasthalipuram,4.1,INR 600,28 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,Vanasthalipuram,4.1,INR 600,31 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,Vanasthalipuram,4.1,INR 700,35 Seats available
Hyderabad to Kurnool,Indu Travels,A/C Sleeper (2+1),21:35,02:30,04h 55m,LB Nagar,3.6,INR 900,22 Seats available
Hyderabad to Kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),21:35,03:00,05h 25m,LB Nagar,3.7,INR 500,35 Seats available
Hyderabad to Kurnool,Srinivasa Travels,NON A/C Executive (2+1),21:40,03:10,05h 30m,Nampally,4.5,INR 500,18 Seats available
Hyderabad to Kurnool,IRA Travels,A/C Sleeper (2+1),21:45,01:00,03h 15m,Gachibowli,3.9,INR 2549,6 Seats available
Hyderabad to Kurnool,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:45,01:50,04h 05m,Malakpet,3.4,2850,39 Seats available
Hyderabad to Kurnool,AR & BCVR Travels,NON A/C Sleeper (2+1),21:45,03:30,05h 45m,Vanasthalipuram,4.1,INR 700,22 Seats available
Hyderabad to Kurnool,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:45,01:50,04h 05m,Malakpet,3.4,949,39 Seats available
Hyderabad to Kurnool,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,Miyapur,3.4,380,34 Seats available
Hyderabad to Kurnool,Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,03:00,05h 15m,Malakpet,3.7,INR 500,27 Seats available
Hyderabad to Kurnool,Sri Balaji Transports,A/C Sleeper (2+1),21:50,03:30,05h 40m,Kachiguda,4.2,INR 1000,10 Seats available
Hyderabad to Kurnool,Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,03:00,05h 10m,Kachiguda,4.2,INR 700,28 Seats available
