state,route_name,busname,bustype,departing_time,reaching_time,duration,dploc,star_rating,price,seats_available,transport,transport_mode,Seat_Type,Actype,dur_in_min,from,to
Kerala,Kozhikode to Bangalore,NS Transports,NON A/C Sleeper (2+1),20:31,06:35,10h 04m,Kozhikode,3.4,799.0,7,NS Transports,Private Bus,Sleeper,Non A/C,604,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,A1 Travels,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,Calicut,2.7,750.0,11,A1 Travels,Private Bus,Seater / Sleeper,AC,480,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,A1 Travels,A/C Seater / Sleeper (2+1),20:00,05:30,09h 30m,Calicut,2.2,600.0,8,A1 Travels,Private Bus,Seater / Sleeper,AC,570,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,National travels and logistics,A/C Sleeper (2+1),21:00,06:15,09h 15m,Calicut,4.0,849.0,15,National travels and logistics,Private Bus,Sleeper,AC,555,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,P K Travels,A/C Seater / Sleeper (2+1),21:45,06:00,08h 15m,Calicut/Kozhikode,3.9,900.0,18,P K Travels,Private Bus,Seater / Sleeper,AC,495,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,05:55,08h 55m,Calicut,2.8,700.0,10,Suraj Holidays,Private Bus,Seater / Sleeper,AC,535,Kozhikode,Bangalore
Kerala,Kozhikode to Bangalore,SAI TOURS AND TRAVELS,A/C Semi Sleeper (2+2),21:45,05:45,08h 00m,Calicut KP Travels,3.3,2000.0,1,SAI TOURS AND TRAVELS,Private Bus,Semi Sleeper,AC,480,Kozhikode,Bangalore
Kerala,Ernakulam to Kozhikode,Shajees Motors,A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,Kaloor,3.2,600.0,1,Shajees Motors,Private Bus,Semi Sleeper,AC,310,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Ubc travels,A/C Semi Sleeper (2+2),20:40,01:00,04h 20m,Vyttila,3.6,800.0,5,Ubc travels,Private Bus,Semi Sleeper,AC,260,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Ubc travels,A/C Seater/Sleeper (2+1),20:45,03:00,06h 15m,Vyttila,4.0,900.0,2,Ubc travels,Private Bus,Seater / Sleeper,AC,375,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Adrin Travels,A/C Seater/Sleeper (2+1),21:00,02:00,05h 00m,Edapally,5.0,900.0,5,Adrin Travels,Private Bus,Seater / Sleeper,AC,300,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Jacobs Travels,A/C Semi Sleeper (2+2),21:00,02:30,05h 30m,Vyttila,3.1,750.0,10,Jacobs Travels,Private Bus,Semi Sleeper,AC,330,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),21:00,01:45,04h 45m,South Railway Station,5.0,720.0,1,Sheraton Tours and Travels,Private Bus,Seater / Sleeper,AC,285,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,02:20,05h 05m,Vytila Junction for packages ...,4.4,700.0,4,Cochin Express,Private Bus,Semi Sleeper,AC,305,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Cochin Express,A/C Sleeper (2+1),21:15,02:30,05h 15m,Vytila Junction,4.4,900.0,1,Cochin Express,Private Bus,Sleeper,AC,315,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Sonia Travels,A/C Semi Sleeper (2+2),21:20,02:30,05h 10m,Vyttila,3.8,600.0,18,Sonia Travels,Private Bus,Semi Sleeper,AC,310,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,UFO Bus,Volvo A/C Semi Sleeper (2+2),21:30,02:45,05h 15m,South Railway Station,4.1,650.0,3,UFO Bus,Private Bus,Semi Sleeper,AC,315,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,UFO Bus,A/C Sleeper (2+1),21:30,01:25,03h 55m,South Railway Station,4.1,800.0,1,UFO Bus,Private Bus,Sleeper,AC,235,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,UFO Bus,Volvo A/C Semi Sleeper (2+2),21:45,02:35,04h 50m,South Railway Station,4.1,630.0,45,UFO Bus,Private Bus,Semi Sleeper,AC,290,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,UFO Bus,A/C Seater Push Back (2+2),21:45,02:40,04h 55m,South Railway Station,4.1,640.0,3,UFO Bus,Private Bus,Push Back,AC,295,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Sonia Travels,A/C Seater/Sleeper (2+1),21:50,02:29,04h 39m,Kaloor,3.8,700.0,5,Sonia Travels,Private Bus,Seater / Sleeper,AC,279,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Surya Connect,Volvo A/C Semi Sleeper (2+2),22:00,02:10,04h 10m,Ernakulam,4.3,630.0,3,Surya Connect,Private Bus,Semi Sleeper,AC,250,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,KP Travels,A/C Seater Push Back (2+2),23:45,05:00,05h 15m,KSRTC Bus Stand,3.0,799.0,28,KP Travels,Private Bus,Push Back,AC,315,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:30,05h 31m,Vytila Junction(pickup At 1am,3.5,800.0,4,A1 Travels,Private Bus,Sleeper,AC,331,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Madhavi Travels,A/C Sleeper (2+1),21:40,02:35,04h 55m,South Railway Station,4.1,999.0,2,Madhavi Travels,Private Bus,Sleeper,AC,295,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:00,05h 01m,Athani (Ekm,2.9,650.0,1,A1 Travels,Private Bus,Sleeper,AC,301,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:59,04:15,04h 16m,Aroor Toll,4.1,899.0,6,Madhavi Travels,Private Bus,Semi Sleeper,AC,256,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,EMERALD TRAVELS,A/C Semi Sleeper (2+2),00:40,04:25,03h 45m,Vyttila,2.8,900.0,21,EMERALD TRAVELS,Private Bus,Semi Sleeper,AC,225,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,Galaxy Tours,A/C Semi Sleeper (2+2),01:15,06:00,04h 45m,Vyttila,2.0,700.0,29,Galaxy Tours,Private Bus,Semi Sleeper,AC,285,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),22:40,03:40,05h 00m,Aroor Toll,3.7,1149.0,2,LIYAS TOURS,Private Bus,Sleeper,AC,300,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,EMERALD TRAVELS,A/C Sleeper (2+1),23:30,04:30,05h 00m,Ettumanoor,2.8,1300.0,11,EMERALD TRAVELS,Private Bus,Sleeper,AC,300,Ernakulam,Kozhikode
Kerala,Ernakulam to Kozhikode,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:45,04:00,04h 15m,Athani (Ekm),1.9,1100.0,3,A1 Travels,Private Bus,Sleeper,AC,255,Ernakulam,Kozhikode
Kerala,Kozhikode to Mysore,A1 Travels,A/C Seater / Sleeper (2+1),20:00,04:00,08h 00m,Calicut,3.2,600.0,11,A1 Travels,Private Bus,Seater / Sleeper,AC,480,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,National travels and logistics,NON A/C Sleeper (2+1),20:45,04:00,07h 15m,Calicut,3.3,799.0,21,National travels and logistics,Private Bus,Sleeper,Non A/C,435,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,Sam Tourist,NON AC Seater / Sleeper 2+1,21:00,04:00,07h 00m,Kozhhikode,3.1,599.0,30,Sam Tourist,Private Bus,Seater / Sleeper,AC,420,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,Suraj Holidays,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,Calicut,3.9,700.0,11,Suraj Holidays,Private Bus,Seater / Sleeper,AC,360,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,A1 Travels,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,Calicut,3.2,550.0,13,A1 Travels,Private Bus,Seater / Sleeper,Non A/C,390,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,DA Transports,A/C Sleeper (2+1),21:50,04:30,06h 40m,A.S Travels m m aliroad,3.6,739.0,11,DA Transports,Private Bus,Sleeper,AC,400,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,SAAM BUS,VE A/C Sleeper (2+1),20:30,04:00,07h 30m,Thondayad,4.2,850.0,3,SAAM BUS,Private Bus,Sleeper,AC,450,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,SKS Tours & Travels,A/C Sleeper (2+1),21:00,04:00,07h 00m,Calicut/Kozhikode,4.1,899.0,6,SKS Tours & Travels,Private Bus,Sleeper,AC,420,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,National travels and logistics,A/C Sleeper (2+1),21:00,03:15,06h 15m,Calicut,3.3,899.0,12,National travels and logistics,Private Bus,Sleeper,AC,375,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04:30,07h 15m,Calicut,3.2,900.0,39,A1 Travels,Private Bus,Sleeper,AC,435,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,NS Transports,VE A/C Sleeper (2+1),21:16,03:30,06h 14m,Kozhikode,4.2,949.0,10,NS Transports,Private Bus,Sleeper,AC,374,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:30,04:45,07h 15m,MM Ali Road,3.6,899.0,5,SKS Tourist Corporation (REGD),Private Bus,Sleeper,AC,435,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,Suraj Holidays,VE A/C Sleeper (2+1),22:00,05:00,07h 00m,Calicut,3.6,950.0,10,Suraj Holidays,Private Bus,Sleeper,AC,420,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,DA Transports,A/C Sleeper (2+1),22:00,04:40,06h 40m,A.S Travels m m aliroad,3.6,849.0,10,DA Transports,Private Bus,Sleeper,AC,400,Kozhikode,Mysore
Kerala,Kozhikode to Mysore,FAST LINE BUS,A/C Sleeper (2+1),21:15,04:00,06h 45m,Calicut,0.0,2699.0,34,FAST LINE BUS,Private Bus,Sleeper,AC,405,Kozhikode,Mysore
Kerala,Kozhikode to Thiruvananthapuram,BLM Transports,A/C Sleeper (2+1),22:00,07:00,09h 00m,Calicut P KABEER TRAVELS MM...,4.0,1283.0,2,BLM Transports,Private Bus,Sleeper,AC,540,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:00,09h 00m,Calicut,3.3,650.0,7,A1 Travels,Private Bus,Semi Sleeper,Non A/C,540,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,Madhavi Travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,M.M Ali Road Calicut,3.5,999.0,1,Madhavi Travels,Private Bus,Sleeper,AC,490,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,A1 Travels,A/C Seater / Sleeper (2+1),20:05,05:30,09h 25m,Calicut,3.8,800.0,2,A1 Travels,Private Bus,Seater / Sleeper,AC,565,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:05,07:40,08h 35m,MM Ali Road Palayam,3.9,1199.0,2,LIYAS TOURS,Private Bus,Sleeper,AC,515,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,05:45,07h 30m,Calicut,2.1,750.0,5,A1 Travels,Private Bus,Sleeper,AC,450,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,08:00,08h 30m,Calicut,2.5,1000.0,8,A1 Travels,Private Bus,Sleeper,AC,510,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,Madhavi Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,07:30,08h 00m,M.M Ali Road Calicut,3.2,1099.0,2,Madhavi Travels,Private Bus,Semi Sleeper,Unknown,480,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:55,06:30,08h 35m,Kozhikode,2.7,900.0,16,EMERALD TRAVELS,Private Bus,Semi Sleeper,AC,515,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,Calicut,2.1,750.0,4,A1 Travels,Private Bus,Sleeper,AC,450,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,06:30,08h 45m,Palayam,2.4,700.0,9,Galaxy Tours,Private Bus,Seater / Sleeper,AC,525,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),20:00,03:30,07h 30m,MM Ali Road,2.5,800.0,3,EMERALD TRAVELS,Private Bus,Semi Sleeper,AC,450,Kozhikode,Thiruvananthapuram
Kerala,Kozhikode to Thiruvananthapuram,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),22:00,09:00,11h 00m,Calicut,1.3,3000.0,1,Balaji Tourist,Private Bus,Sleeper,AC,660,Kozhikode,Thiruvananthapuram
Kerala,Bangalore to Kalpetta (kerala),DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,Madiwala,4.2,900.0,12,DLT BUS,Private Bus,Sleeper,AC,420,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,Kalasipalyam,4.5,700.0,19,MMK Travels,Private Bus,Seater / Sleeper,AC,420,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,Madiwala,4.4,599.0,36,Kyros Connect,Private Bus,Semi Sleeper,AC,500,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,Madiwala,4.4,810.0,16,DLT BUS,Private Bus,Sleeper,AC,410,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,Madiwala,3.9,599.0,36,Kyros Connect,Private Bus,Semi Sleeper,AC,510,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Silver Line Travels,NON A/C Semi Sleeper (2+2),22:00,04:20,06h 20m,Kalasipalyam,4.5,599.0,26,Silver Line Travels,Private Bus,Semi Sleeper,Non A/C,380,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Suraj Holidays,VE A/C Sleeper (2+1),22:30,06:15,07h 45m,Madiwala,4.4,900.0,18,Suraj Holidays,Private Bus,Sleeper,AC,465,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),FAST LINE BUS,A/C Sleeper (2+1),21:15,04:00,06h 45m,Madiwala,0.0,2699.0,34,FAST LINE BUS,Private Bus,Sleeper,AC,405,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,Kalasipalyam,3.9,700.0,15,MMK Travels,Private Bus,Seater / Sleeper,AC,435,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Suraj Holidays,VE A/C Sleeper (2+1),22:30,06:15,07h 45m,Madiwala,4.3,900.0,18,Suraj Holidays,Private Bus,Sleeper,AC,465,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,05:25,07h 25m,Madiwala,3.8,999.0,15,Kallada Travels (Suresh Kallada),Private Bus,Sleeper,AC,445,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,Madiwala,3.7,550.0,30,A1 Travels,Private Bus,Seater / Sleeper,Non A/C,480,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),DA Transports,A/C Sleeper (2+1),21:45,04:15,06h 30m,Madiwala,3.6,700.0,14,DA Transports,Private Bus,Sleeper,AC,390,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,JAYANAGARA 4 BLOCK,4.4,700.0,27,SURAJ TRAVEL HOUSE,Private Bus,Seater / Sleeper,AC,495,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:10,06h 55m,Kalasipalyam,4.2,849.0,16,SKS Tourist Corporation (REGD),Private Bus,Seater / Sleeper,Non A/C,415,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:45,07h 45m,Kalasipalyam,2.6,899.0,2,SKS Tourist Corporation (REGD),Private Bus,Sleeper,AC,465,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SAI TOURS AND TRAVELS,A/C Semi Sleeper (2+2),20:50,05:25,08h 35m,Banashankari,4.3,1100.0,1,SAI TOURS AND TRAVELS,Private Bus,Semi Sleeper,AC,515,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SAI TOURS AND TRAVELS,A/C Semi Sleeper (2+2),20:50,05:15,08h 25m,Banashankari,4.3,1100.0,1,SAI TOURS AND TRAVELS,Private Bus,Semi Sleeper,AC,505,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,Kalasipalyam,3.7,600.0,22,A1 Travels,Private Bus,Seater / Sleeper,AC,390,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,04:30,08h 30m,Madiwala,3.7,700.0,26,A1 Travels,Private Bus,Sleeper,AC,510,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,03:50,06h 35m,Kalasipalyam,3.2,849.0,16,SKS Tourist Corporation (REGD),Private Bus,Seater / Sleeper,Non A/C,395,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:20,07h 20m,Kalasipalyam,3.2,899.0,2,SKS Tourist Corporation (REGD),Private Bus,Sleeper,AC,440,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Vijay Lines,A/C Seater / Sleeper (2+1),22:20,04:45,06h 25m,Kalasipalyam,2.1,555.0,16,Vijay Lines,Private Bus,Seater / Sleeper,AC,385,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),P K Travels,A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,Kalasipalyam,3.8,800.0,29,P K Travels,Private Bus,Seater / Sleeper,AC,390,Bangalore,Kalpetta (kerala)
Kerala,Bangalore to Kalpetta (kerala),Ravina Travels (Regd),A/C Sleeper (2+1),22:30,04:45,06h 15m,Kalasipalyam,3.0,999.0,22,Ravina Travels (Regd),Private Bus,Sleeper,AC,375,Bangalore,Kalpetta (kerala)
Kerala,Mysore to Kozhikode,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),17:25,23:05,05h 40m,Mysore Opp KSRTC,4.5,599.0,13,LIYAS TOURS,Private Bus,Sleeper,AC,340,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,A1 Travels,Bharat Benz A/C Sleeper (2+1),17:30,23:30,06h 00m,Mysore,3.2,600.0,24,A1 Travels,Private Bus,Sleeper,AC,360,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,23:00,06:00,07h 00m,Colombia Asia Hospital,4.2,700.0,10,Suraj Holidays,Private Bus,Seater / Sleeper,AC,420,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),23:45,06:30,06h 45m,Mysore,3.2,600.0,26,A1 Travels,Private Bus,Seater / Sleeper,AC,405,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,NS Transports,NON A/C Sleeper (2+1),00:10,06:10,06h 00m,Colombia Asia Hospital,4.2,800.0,15,NS Transports,Private Bus,Sleeper,Non A/C,360,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),00:30,06:30,06h 00m,Colombia Asia Hospital,4.2,699.0,8,NS Transports,Private Bus,Seater / Sleeper,Non A/C,360,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,00:45,07:05,06h 20m,Suburban Bus Stand,4.0,599.0,25,Sam Tourist,Private Bus,Seater / Sleeper,AC,380,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:30,23:16,05h 46m,KSRTC Bus Stand,2.5,600.0,7,Kallada Travels (Suresh Kallada),Private Bus,Sleeper,AC,346,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:55,05:30,05h 35m,Mysore,3.6,899.0,2,SKS Tourist Corporation (REGD),Private Bus,Sleeper,AC,335,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),23:59,05:40,05h 41m,MYSORE,3.6,899.0,2,SKS Tours & Travels,Private Bus,Sleeper,AC,341,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,NS Transports,VE A/C Sleeper (2+1),00:45,07:30,06h 45m,Colombia Asia Hospital,4.2,1000.0,8,NS Transports,Private Bus,Sleeper,AC,405,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,Ravina Travels (Regd),A/C Sleeper (2+1),01:00,07:35,06h 35m,Colombia Asia Hospital,3.0,999.0,23,Ravina Travels (Regd),Private Bus,Sleeper,AC,395,Mysore,Kozhikode
Kerala,Mysore to Kozhikode,FAST LINE BUS,A/C Sleeper (2+1),23:59,06:15,06h 16m,Mysore,0.0,2699.0,34,FAST LINE BUS,Private Bus,Sleeper,AC,376,Mysore,Kozhikode
Kerala,Kalpetta (kerala) to Bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,Kalpetta,4.5,700.0,11,MMK Travels,Private Bus,Seater / Sleeper,AC,375,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,Vythiri,4.1,899.0,11,DLT BUS,Private Bus,Sleeper,AC,405,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,Silver Line Travels,NON A/C Semi Sleeper (2+2),22:45,05:45,07h 00m,Kalpetta,4.2,599.0,13,Silver Line Travels,Private Bus,Semi Sleeper,Non A/C,420,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,KALPETTA,4.3,700.0,11,MMK Travels,Private Bus,Seater / Sleeper,AC,375,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,Suraj Holidays,VE A/C Sleeper (2+1),23:58,07:15,07h 17m,KALPETTA,3.8,950.0,10,Suraj Holidays,Private Bus,Sleeper,AC,437,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,07:15,07h 45m,Kalpetta,4.1,849.0,6,Kallada Travels (Suresh Kallada),Private Bus,Sleeper,AC,465,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,DA Transports,A/C Sleeper (2+1),23:50,06:45,06h 55m,kalpatta,4.0,799.0,11,DA Transports,Private Bus,Sleeper,AC,415,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,06:30,07h 20m,Vythiri,3.1,550.0,12,A1 Travels,Private Bus,Seater / Sleeper,Non A/C,440,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,DA Transports,A/C Sleeper (2+1),23:50,06:45,06h 55m,Kalpetta,4.0,799.0,11,DA Transports,Private Bus,Sleeper,AC,415,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),22:30,06:00,07h 30m,Vythiri,3.5,700.0,20,SURAJ TRAVEL HOUSE,Private Bus,Seater / Sleeper,AC,450,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:45,05:30,05h 45m,Wayanad,4.7,999.0,1,SKS Tourist Corporation (REGD),Private Bus,Seater / Sleeper,Non A/C,345,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,DLT BUS,A/C Sleeper (2+1),23:59,06:30,06h 31m,Kalpetta,3.8,899.0,13,DLT BUS,Private Bus,Sleeper,AC,391,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:50,06:30,06h 40m,Wayanad,2.9,899.0,5,SKS Tourist Corporation (REGD),Private Bus,Sleeper,AC,400,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,Suraj Holidays,VE A/C Sleeper (2+1),23:59,07:15,07h 16m,KALPETTA,3.1,950.0,10,Suraj Holidays,Private Bus,Sleeper,AC,436,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,Kalpetta,2.6,700.0,25,SURAJ TRAVEL HOUSE,Private Bus,Seater / Sleeper,AC,420,Kalpetta (kerala),Bangalore
Kerala,Kalpetta (kerala) to Bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:45,05:30,05h 45m,Kalpetta,2.9,999.0,1,SKS Tourist Corporation (REGD),Private Bus,Seater / Sleeper,Non A/C,345,Kalpetta (kerala),Bangalore
